day_of_week,time_of_day_seconds,rfid_hold_duration_ms,tof_sample_interval_ms,tof_distance_mm_array
2,64569,2265,50,"[498, 481, 458, 424, 401, 386, 347, 327, 299, 290, 263, 246, 225, 211, 188, 175, 158, 152, 136, 127, 119, 105, 89, 86, 74, 70, 59, 58, 53, 50, 42, 41, 47, 35, 42, 36, 33, 36, 37, 33, 36, 39]"
3,25701,1825,50,"[517, 479, 445, 418, 394, 361, 333, 305, 277, 256, 229, 210, 190, 169, 160, 140, 136, 108, 103, 94, 86, 76, 68, 66, 63, 56, 50, 47, 43, 44, 48, 49, 47, 49]"
3,65381,2092,50,"[548, 519, 488, 459, 430, 410, 373, 355, 330, 304, 281, 267, 239, 219, 202, 188, 182, 167, 146, 136, 125, 118, 110, 95, 81, 71, 69, 70, 63, 54, 58, 50, 60, 49, 56, 53, 50, 52, 51]"
4,26218,1414,50,"[417, 384, 348, 309, 281, 251, 223, 191, 168, 144, 125, 102, 96, 81, 68, 59, 57, 44, 37, 38, 29, 37, 33, 33, 32]"
4,65958,1829,50,"[535, 493, 465, 438, 399, 371, 346, 313, 281, 257, 237, 218, 201, 176, 158, 145, 129, 109, 100, 92, 84, 71, 65, 57, 64, 50, 51, 43, 33, 38, 48, 46, 43, 46]"
5,33640,1834,50,"[445, 415, 379, 363, 331, 310, 280, 254, 244, 217, 193, 181, 163, 147, 131, 128, 109, 96, 99, 82, 78, 69, 70, 58, 54, 60, 52, 51, 46, 48, 45, 46, 48, 45]"
5,70595,1670,50,"[456, 425, 393, 356, 328, 301, 268, 253, 216, 196, 180, 157, 137, 127, 116, 105, 91, 79, 77, 76, 56, 59, 57, 55, 62, 55, 56, 54, 56, 54]"
6,33729,2159,50,"[464, 433, 407, 386, 363, 337, 330, 297, 274, 263, 245, 219, 208, 191, 173, 164, 152, 137, 128, 129, 106, 102, 92, 90, 74, 69, 68, 62, 55, 56, 56, 53, 44, 42, 43, 50, 50, 49]"
6,68657,2266,50,"[496, 467, 436, 419, 389, 371, 339, 326, 295, 275, 254, 238, 222, 211, 190, 175, 159, 145, 141, 128, 119, 114, 99, 91, 88, 80, 74, 67, 54, 59, 59, 55, 52, 59, 54, 50, 52, 54, 52, 52, 53]"
0,26297,1595,50,"[438, 394, 366, 331, 296, 277, 236, 221, 193, 169, 146, 125, 114, 95, 80, 70, 68, 56, 54, 50, 43, 39, 39, 35, 39, 38, 38, 38]"
0,66082,2306,50,"[554, 513, 493, 456, 436, 404, 383, 356, 336, 317, 293, 274, 243, 236, 211, 202, 181, 170, 155, 146, 132, 123, 109, 96, 90, 86, 76, 70, 68, 53, 48, 43, 46, 45, 42, 44, 39, 40, 41, 42, 40]"
1,25359,2201,50,"[539, 507, 484, 445, 424, 385, 366, 334, 317, 291, 266, 243, 224, 198, 193, 172, 153, 143, 128, 117, 101, 93, 85, 82, 59, 62, 55, 48, 40, 37, 36, 35, 26, 40, 36, 29, 27, 29, 29]"
1,65543,2241,50,"[494, 465, 449, 418, 396, 375, 344, 316, 302, 283, 260, 244, 225, 211, 195, 183, 163, 155, 144, 130, 120, 116, 104, 94, 90, 75, 70, 74, 58, 58, 52, 51, 50, 47, 54, 47, 52, 51, 52, 47]"
2,26936,1957,50,"[426, 394, 365, 347, 315, 293, 269, 250, 226, 203, 182, 168, 151, 141, 120, 114, 102, 85, 78, 69, 67, 58, 50, 42, 45, 36, 31, 28, 32, 29, 31, 32, 30, 32, 31]"
2,66071,1688,50,"[506, 460, 426, 395, 352, 318, 294, 257, 235, 198, 182, 155, 139, 120, 101, 92, 78, 69, 64, 51, 44, 43, 44, 37, 35, 37, 36, 37, 34]"
3,27346,2167,50,"[520, 490, 457, 429, 411, 379, 356, 331, 311, 282, 274, 241, 233, 215, 188, 179, 168, 153, 136, 127, 116, 108, 97, 92, 89, 74, 69, 56, 62, 58, 52, 53, 48, 52, 50, 53, 50, 54, 51, 51]"
3,64882,2327,50,"[480, 450, 425, 398, 377, 364, 337, 316, 298, 275, 254, 235, 214, 204, 183, 180, 160, 144, 133, 131, 116, 102, 89, 92, 73, 72, 64, 52, 54, 45, 50, 42, 44, 41, 42, 33, 37, 33, 32, 32, 33, 32, 31, 31]"
4,25975,2179,50,"[438, 431, 399, 381, 360, 340, 309, 290, 277, 248, 237, 220, 210, 187, 173, 162, 151, 141, 130, 123, 112, 106, 96, 92, 81, 81, 71, 63, 64, 55, 52, 49, 50, 51, 46, 56, 50, 52, 51, 55, 53]"
4,65893,2306,50,"[441, 416, 395, 370, 349, 331, 311, 293, 268, 254, 231, 219, 201, 181, 180, 166, 156, 139, 130, 124, 107, 102, 88, 88, 82, 74, 71, 64, 58, 47, 50, 48, 52, 44, 51, 44, 42, 44, 46, 47, 44, 46, 44]"
5,32030,2084,50,"[532, 502, 472, 444, 422, 391, 366, 346, 315, 298, 285, 254, 239, 218, 209, 188, 175, 151, 138, 132, 129, 114, 105, 92, 90, 78, 70, 62, 59, 61, 52, 52, 52, 48, 50, 44, 49, 50, 49]"
5,70615,1740,50,"[435, 404, 370, 348, 323, 288, 262, 238, 222, 207, 175, 161, 137, 130, 115, 101, 94, 84, 73, 63, 57, 47, 56, 44, 46, 44, 43, 42, 41, 41, 44, 45]"
6,32771,2458,50,"[545, 516, 500, 476, 449, 423, 409, 379, 364, 336, 314, 299, 275, 265, 241, 224, 217, 193, 185, 176, 165, 156, 142, 125, 114, 111, 100, 98, 82, 71, 75, 72, 56, 54, 59, 61, 47, 52, 49, 44, 49, 45, 47, 46, 48, 46]"
6,69918,2086,50,"[532, 497, 468, 437, 412, 371, 346, 322, 299, 271, 237, 223, 204, 190, 171, 151, 148, 131, 111, 105, 87, 88, 72, 66, 59, 47, 45, 43, 42, 35, 39, 45, 39, 36, 39, 39, 39]"
0,27258,2101,50,"[438, 411, 383, 362, 331, 307, 285, 267, 246, 232, 217, 200, 179, 162, 147, 134, 123, 113, 98, 98, 95, 80, 72, 67, 74, 58, 53, 54, 56, 47, 53, 53, 48, 48, 50, 49, 47, 47]"
0,65880,2190,50,"[532, 502, 470, 440, 417, 381, 363, 332, 309, 284, 260, 244, 223, 202, 186, 166, 156, 144, 128, 117, 102, 94, 86, 79, 77, 64, 50, 55, 50, 45, 47, 40, 44, 43, 39, 40, 39, 40, 41]"
1,26161,2045,50,"[493, 456, 428, 397, 373, 346, 329, 290, 273, 251, 215, 208, 183, 165, 150, 140, 132, 112, 105, 93, 85, 77, 64, 60, 63, 53, 47, 40, 46, 42, 45, 40, 39, 39, 41, 38, 40]"
1,65348,1983,50,"[499, 471, 446, 406, 385, 362, 345, 312, 285, 267, 245, 225, 211, 191, 172, 157, 145, 133, 125, 108, 102, 83, 84, 81, 71, 68, 55, 50, 41, 40, 49, 44, 47, 52, 53, 49, 53]"
2,26957,1865,50,"[545, 508, 473, 434, 407, 382, 342, 322, 286, 259, 243, 217, 200, 173, 163, 132, 126, 120, 111, 93, 83, 74, 69, 63, 53, 47, 40, 43, 29, 33, 31, 38, 38, 37]"
2,65862,2523,50,"[432, 410, 402, 371, 351, 344, 316, 301, 281, 263, 256, 238, 221, 214, 198, 178, 167, 160, 152, 150, 139, 125, 117, 109, 99, 83, 86, 73, 62, 66, 58, 57, 59, 51, 52, 46, 47, 47, 40, 49, 51, 31, 39, 41, 36, 38, 39]"
3,26268,1483,50,"[543, 488, 441, 403, 363, 320, 289, 252, 224, 192, 161, 141, 117, 101, 88, 81, 62, 56, 56, 39, 39, 43, 39, 38, 36, 38, 38]"
3,64857,1711,50,"[536, 494, 455, 424, 393, 356, 324, 291, 263, 235, 214, 187, 174, 150, 127, 109, 92, 84, 82, 70, 59, 55, 49, 48, 43, 40, 41, 40, 39, 38, 40]"
4,26838,1579,50,"[550, 508, 470, 421, 385, 351, 324, 287, 258, 236, 201, 183, 156, 139, 120, 109, 92, 95, 80, 64, 65, 62, 62, 51, 52, 56, 58, 55, 57]"
4,64449,1827,50,"[518, 486, 447, 406, 383, 344, 302, 278, 252, 230, 200, 179, 156, 137, 122, 101, 86, 84, 73, 55, 55, 47, 47, 40, 30, 28, 29, 37, 34, 33, 32, 35, 34]"
5,32000,1572,50,"[498, 455, 414, 383, 340, 309, 281, 253, 219, 195, 165, 143, 131, 111, 92, 75, 63, 56, 52, 40, 46, 38, 39, 35, 32, 34, 35]"
5,69301,2103,50,"[489, 458, 427, 399, 377, 352, 322, 304, 276, 257, 230, 212, 195, 182, 164, 153, 138, 121, 110, 102, 92, 78, 78, 60, 62, 53, 46, 49, 41, 36, 38, 31, 30, 40, 40, 39, 37]"
6,33719,2265,50,"[445, 412, 382, 361, 348, 325, 305, 285, 263, 245, 234, 208, 197, 181, 171, 163, 145, 132, 127, 114, 106, 101, 96, 91, 74, 71, 65, 62, 64, 62, 56, 50, 51, 51, 44, 51, 51, 51, 52, 52, 50]"
6,69128,2346,50,"[549, 522, 484, 456, 432, 399, 373, 357, 322, 300, 280, 258, 242, 216, 201, 188, 172, 157, 151, 132, 125, 104, 94, 90, 78, 73, 64, 50, 51, 43, 39, 39, 40, 29, 31, 38, 30, 33, 33, 34, 33, 33, 32]"
0,26289,1952,50,"[480, 446, 419, 387, 355, 333, 306, 279, 254, 227, 213, 195, 166, 157, 139, 123, 114, 103, 87, 81, 72, 64, 61, 50, 49, 40, 40, 38, 32, 39, 41, 41, 43, 40, 42]"
0,66430,1682,50,"[472, 435, 407, 375, 340, 327, 293, 269, 243, 225, 203, 180, 166, 158, 139, 125, 106, 96, 92, 76, 73, 71, 57, 64, 56, 55, 56, 55, 59, 59, 55]"
1,27278,1509,50,"[538, 494, 448, 409, 363, 323, 286, 251, 213, 186, 166, 140, 127, 90, 85, 74, 59, 42, 45, 47, 41, 43, 35, 36, 38, 38, 34]"
1,65446,2366,50,"[447, 425, 394, 375, 358, 333, 319, 295, 280, 250, 242, 222, 200, 190, 178, 166, 153, 145, 134, 114, 105, 107, 90, 86, 78, 61, 65, 56, 45, 45, 39, 27, 35, 31, 32, 32, 32, 37, 33, 23, 24, 25, 24, 24]"
2,25896,1920,50,"[553, 505, 480, 443, 411, 382, 353, 320, 291, 268, 246, 215, 199, 184, 155, 147, 127, 121, 101, 93, 77, 73, 62, 55, 46, 44, 46, 30, 34, 31, 40, 27, 32, 29, 28]"
2,64955,1560,50,"[457, 414, 371, 346, 317, 280, 252, 229, 195, 175, 149, 142, 124, 108, 91, 75, 79, 69, 57, 52, 43, 48, 53, 52, 52, 51, 50]"
3,27488,2362,50,"[552, 526, 505, 471, 443, 418, 385, 359, 336, 321, 294, 279, 251, 238, 218, 205, 183, 169, 159, 147, 123, 117, 106, 107, 93, 83, 74, 56, 58, 52, 46, 34, 38, 34, 28, 34, 29, 24, 36, 29, 31, 28, 31]"
3,65237,2210,50,"[540, 517, 485, 454, 423, 405, 381, 355, 321, 300, 279, 255, 232, 221, 198, 185, 179, 165, 151, 134, 122, 121, 96, 95, 88, 74, 83, 69, 64, 53, 57, 51, 52, 53, 53, 56, 54, 57, 56, 56]"
4,27382,2037,50,"[483, 450, 414, 388, 360, 331, 308, 273, 253, 234, 217, 192, 179, 163, 143, 134, 112, 113, 100, 80, 92, 77, 57, 55, 57, 36, 41, 37, 42, 37, 31, 34, 34, 39, 36, 35, 32]"
4,65215,1650,50,"[559, 515, 470, 421, 381, 338, 307, 268, 238, 201, 181, 166, 141, 122, 102, 91, 77, 65, 56, 57, 44, 41, 31, 36, 39, 41, 37, 38, 39]"
5,31934,1999,50,"[427, 403, 381, 362, 339, 302, 299, 270, 248, 238, 213, 203, 183, 172, 159, 145, 131, 121, 112, 112, 94, 87, 84, 75, 65, 62, 56, 51, 57, 53, 50, 51, 41, 51, 47, 49]"
5,69581,1700,50,"[506, 470, 438, 406, 365, 332, 307, 279, 258, 228, 216, 188, 161, 140, 135, 120, 102, 88, 83, 77, 65, 60, 54, 54, 44, 49, 55, 49, 51, 51]"
6,32109,2071,50,"[424, 401, 370, 343, 314, 296, 271, 252, 229, 205, 194, 174, 153, 148, 126, 116, 106, 90, 80, 72, 63, 51, 47, 38, 43, 33, 34, 27, 35, 28, 29, 30, 29, 30, 31, 31, 28]"
6,70671,1563,50,"[450, 414, 378, 348, 323, 290, 263, 237, 212, 191, 167, 141, 135, 122, 107, 96, 88, 81, 72, 66, 67, 63, 56, 53, 55, 49, 48, 50]"
0,25424,1856,50,"[442, 417, 387, 363, 328, 315, 285, 256, 242, 218, 202, 176, 159, 150, 131, 125, 109, 99, 86, 76, 81, 73, 68, 62, 53, 48, 50, 44, 46, 49, 51, 49, 50, 50]"
0,65994,1933,50,"[525, 483, 448, 415, 383, 345, 313, 288, 261, 227, 209, 186, 161, 142, 117, 110, 97, 86, 70, 66, 58, 54, 40, 36, 30, 32, 27, 26, 27, 26, 28, 27, 30, 30]"
1,26765,1717,50,"[517, 468, 435, 401, 371, 339, 306, 280, 256, 230, 203, 184, 167, 144, 124, 108, 96, 88, 84, 73, 64, 57, 49, 47, 58, 43, 43, 41, 39, 44]"
1,65359,2052,50,"[519, 488, 448, 430, 394, 368, 350, 314, 289, 271, 240, 223, 207, 189, 170, 159, 137, 131, 113, 107, 95, 84, 76, 75, 61, 58, 51, 48, 53, 36, 43, 37, 37, 37, 39, 39, 39]"
2,26145,2546,50,"[519, 499, 470, 449, 427, 395, 382, 356, 334, 308, 282, 278, 257, 230, 228, 208, 190, 187, 165, 158, 149, 142, 123, 122, 109, 94, 82, 88, 70, 75, 57, 64, 60, 54, 52, 54, 54, 43, 46, 47, 47, 48, 47, 47, 49, 47]"
2,65101,2000,50,"[542, 505, 469, 436, 402, 380, 345, 317, 295, 261, 233, 209, 189, 179, 162, 137, 122, 104, 89, 83, 73, 68, 50, 52, 47, 40, 32, 26, 28, 26, 20, 28, 25, 23, 25, 23, 23]"
3,26048,1742,50,"[550, 503, 476, 438, 404, 375, 341, 306, 278, 257, 231, 204, 184, 170, 152, 127, 121, 100, 87, 83, 72, 64, 54, 50, 45, 43, 36, 33, 38, 33, 33, 34]"
3,64763,1878,50,"[481, 451, 418, 387, 359, 331, 301, 272, 247, 233, 205, 184, 165, 145, 132, 119, 101, 88, 78, 68, 69, 60, 60, 43, 43, 38, 33, 41, 38, 34, 38, 34, 35, 36]"
4,26268,2041,50,"[546, 516, 471, 441, 413, 381, 352, 327, 291, 271, 235, 226, 192, 174, 156, 141, 129, 110, 99, 86, 80, 68, 56, 51, 43, 40, 33, 25, 24, 20, 27, 30, 30, 28, 31, 29, 30]"
4,65421,1835,50,"[545, 505, 469, 436, 405, 367, 340, 319, 280, 255, 231, 207, 189, 165, 148, 135, 120, 102, 90, 86, 72, 70, 58, 53, 41, 37, 41, 40, 35, 38, 35, 34, 35]"
5,32542,1934,50,"[475, 445, 428, 385, 366, 335, 321, 287, 273, 257, 230, 211, 194, 170, 166, 148, 134, 126, 119, 107, 93, 85, 75, 67, 68, 65, 57, 58, 51, 45, 46, 40, 50, 55, 53]"
5,70540,2380,50,"[444, 418, 400, 380, 362, 338, 329, 311, 282, 271, 246, 244, 217, 204, 194, 185, 172, 161, 149, 140, 134, 116, 109, 107, 89, 88, 83, 77, 61, 62, 49, 51, 44, 46, 46, 42, 33, 45, 40, 39, 23, 40, 36, 36, 36]"
6,32422,2118,50,"[522, 488, 454, 433, 398, 372, 335, 312, 289, 258, 241, 213, 200, 187, 164, 151, 131, 124, 110, 103, 87, 71, 62, 55, 47, 45, 37, 36, 27, 36, 31, 23, 29, 28, 26, 28, 28, 26]"
6,70638,1981,50,"[447, 423, 400, 373, 351, 322, 301, 275, 255, 232, 216, 194, 176, 165, 148, 134, 124, 117, 110, 97, 93, 75, 68, 64, 64, 52, 48, 47, 43, 45, 39, 40, 47, 44, 44]"
0,26755,1839,50,"[454, 420, 385, 353, 328, 298, 266, 242, 217, 192, 168, 151, 137, 121, 111, 102, 84, 72, 70, 55, 48, 47, 42, 35, 27, 35, 32, 32, 35, 33, 36, 33, 36]"
0,65965,1924,50,"[559, 514, 484, 453, 422, 391, 364, 332, 312, 287, 248, 231, 211, 189, 172, 153, 143, 126, 123, 104, 97, 82, 74, 66, 64, 49, 46, 43, 40, 39, 40, 39, 34, 36, 34, 35]"
1,25539,1724,50,"[442, 412, 374, 348, 320, 295, 270, 244, 216, 197, 173, 157, 134, 122, 107, 98, 85, 68, 67, 63, 51, 50, 39, 40, 48, 37, 36, 41, 38, 39, 40, 39]"
1,64863,1931,50,"[461, 432, 405, 367, 350, 328, 305, 274, 252, 240, 209, 193, 186, 171, 147, 134, 128, 112, 97, 91, 82, 75, 69, 68, 56, 51, 54, 48, 43, 47, 42, 51, 50, 51, 49, 51]"
